longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.17,34.04,39,563,138.0,682,137,2.75,150000
-118.12,34.16,30,1762,416.0,940,398,2.8631,188600
-122.11,37.37,22,1477,195.0,520,187,10.3329,500001
-121.13,38.37,10,1034,153.0,478,155,7.0326,241100
-118.1,34.17,46,1774,315.0,753,330,4.7241,279600
-117.95,34.09,21,2215,484.0,1792,419,2.8375,166500
-118.4,34.22,36,2557,540.0,1556,491,3.6591,183800
-121.46,38.66,3,3438,603.0,1602,554,3.9914,120500
-121.45,38.61,46,1758,511.0,1094,484,1.0685,70000
-120.85,37.08,3,3425,611.0,1588,459,4.1779,147800
-122.46,40.52,13,2085,322.0,1077,333,5.2149,146500
-122.25,37.8,29,2468,864.0,1335,773,1.3929,193800
-122.29,38.29,52,3217,742.0,1670,671,2.4398,163100
-118.38,34.04,45,767,130.0,254,118,6.2895,340400
-118.45,34.17,33,3100,687.0,1388,658,4.3333,261300
-121.28,38.73,6,4223,672.0,1747,631,5.419,267400
-122.3,37.92,33,1615,271.0,710,285,4.0804,239000
-118.36,34.03,38,1400,376.0,1139,315,2.2368,120000
-117.16,34.06,17,2285,554.0,1412,541,1.8152,94300
-120.45,34.64,17,1226,277.0,484,224,3.2167,112500
-122.17,37.74,47,463,134.0,327,137,2.15,97200
-121.87,37.4,16,1767,268.0,1061,280,6.9584,351600
-122.47,38.34,15,2411,446.0,1144,407,4.3472,261000
-122.92,41.7,23,4017,792.0,1634,619,2.3571,62000
-118.42,34.2,34,161,48.0,66,33,1.0,187500
-122.49,37.67,35,5275,903.0,2892,842,4.6771,266400
-119.73,36.56,32,1513,272.0,1038,272,3.0469,82700
-121.01,37.65,47,1713,334.0,570,297,2.1969,149400
-117.85,33.85,17,4678,1065.0,2427,1020,4.2276,254100
-122.03,37.93,21,4712,624.0,1773,615,6.0918,344800
-121.47,38.48,25,2969,551.0,1745,487,2.6382,76200
-120.78,38.73,31,3117,616.0,1606,588,2.9844,127900
-121.97,37.4,17,2937,558.0,1662,533,5.8792,255500
-119.03,35.45,14,3520,604.0,1748,582,4.3162,87100
-122.48,37.93,16,2947,802.0,1385,743,3.6731,318000
-118.06,34.17,38,2726,398.0,1059,380,7.2419,410400
-118.22,33.84,35,1131,273.0,1007,269,4.0219,168300
-120.37,36.13,10,2522,533.0,1335,493,3.2639,86400
-118.58,34.17,29,3393,574.0,1471,587,6.2064,334900
-116.48,33.96,11,1381,300.0,644,248,2.3382,89400
-117.22,32.75,26,696,185.0,384,184,2.6121,125000
-118.41,33.97,37,1629,275.0,668,266,6.1333,387200
-121.02,37.68,25,3262,588.0,1834,578,3.996,114500
-116.5,33.98,5,4332,868.0,1420,567,4.0417,146400
-121.85,37.27,17,1957,261.0,863,269,7.3339,294200
-117.25,34.16,37,1709,278.0,744,274,3.7188,116600
-122.14,37.41,35,2419,426.0,949,433,6.4588,437100
-118.35,34.1,20,2745,782.0,1161,739,3.9044,436400
-117.87,33.78,19,2813,567.0,1334,596,4.7208,173500
-118.33,33.98,38,3063,796.0,2153,721,1.8472,149100
-119.25,34.3,34,1189,220.0,445,203,4.8824,396400
-118.18,34.07,28,2616,630.0,2218,621,2.6842,156000
-119.16,34.28,11,5330,1056.0,2801,1028,4.763,232700
-117.45,33.94,12,3539,869.0,1987,859,2.1023,103700
-122.27,37.53,43,1145,230.0,586,254,3.5,267400
-117.59,33.93,17,338,47.0,200,46,7.8118,244200
-118.39,34.03,19,1450,509.0,746,437,3.1415,55000
-117.9,33.98,20,9893,2283.0,7228,2159,3.253,186700
-121.4,38.66,50,880,150.0,1148,148,2.5062,112500
-121.91,37.32,42,1067,256.0,608,280,3.0096,180800
-117.17,32.69,19,2802,802.0,1159,597,4.7891,334600
-122.17,37.75,41,1257,271.0,828,230,2.5043,92300
-118.32,34.18,49,192,41.0,83,38,3.0179,118800
-118.22,33.98,34,2225,753.0,2980,736,1.6685,128800
-120.31,38.02,11,2366,398.0,1046,387,3.8203,139700
-118.91,35.37,32,4121,755.0,2590,721,3.3462,67600
-120.46,34.64,26,2364,604.0,1520,529,1.9444,129400
-118.09,33.7,13,4770,969.0,2261,972,5.883,295100
-118.19,34.02,44,2702,770.0,3260,721,2.3575,144800
-118.91,35.4,10,3587,774.0,1398,763,2.569,113000
-117.98,34.01,27,2643,418.0,1344,381,5.7057,262100
-122.19,37.78,52,1070,193.0,555,190,3.7262,166900
-118.14,34.09,28,4164,1127.0,2934,1014,2.7483,218800
-118.74,34.28,21,4056,637.0,1974,634,5.9024,221000
-120.55,36.97,42,1766,344.0,1084,323,2.3295,74400
-122.0,37.34,27,1716,290.0,817,301,5.9158,343100
-124.14,41.06,32,1020,215.0,421,198,3.0208,143400
-121.06,38.25,13,651,102.0,301,104,3.6528,200000
-118.09,34.08,34,1513,384.0,986,336,2.6901,235600
-122.03,38.27,24,3580,735.0,1959,731,2.7284,118500
-118.33,34.05,48,2405,527.0,1868,502,3.375,257800
-118.62,34.2,29,2421,402.0,1120,388,5.0309,244800
-121.14,39.86,16,2534,557.0,638,244,2.2101,88800
-122.39,37.74,45,1462,308.0,924,302,2.1767,185300
-117.94,33.92,28,639,179.0,1062,169,3.0588,145200
-117.25,32.82,23,6139,826.0,2036,807,9.5245,500001
-121.46,38.49,15,10211,1995.0,5656,1752,2.575,107900
-121.88,37.24,24,4420,996.0,2981,975,3.506,226400
-117.63,33.45,5,3549,604.0,1571,534,5.3705,363500
-118.79,34.27,27,1146,189.0,595,197,4.5833,198500
-117.97,33.72,24,2991,500.0,1437,453,5.4286,273400
-117.65,34.1,44,2808,585.0,1444,550,2.7159,139300
-118.38,34.05,35,3517,879.0,1632,784,3.0956,500001
-120.62,35.12,22,1240,294.0,768,288,2.655,160000
-119.05,34.21,27,4357,926.0,2110,876,3.0119,218200
-118.7,34.28,27,727,136.0,467,144,3.7188,250000
-117.88,34.14,23,2308,322.0,1001,317,7.5112,355500
-121.96,37.52,26,4211,741.0,2352,734,5.2396,223900
-122.36,38.03,32,2159,393.0,981,369,4.3173,175400
-121.26,38.09,35,930,186.0,525,201,2.0625,155000
-117.91,34.04,15,8749,1761.0,5278,1691,4.6324,168800
-118.23,34.17,37,4524,1005.0,2099,937,3.5781,366700
-121.61,37.06,21,5322,908.0,3011,895,5.5936,386800
-118.26,34.24,42,890,179.0,555,200,4.4821,271900
-118.29,34.16,42,413,107.0,349,107,4.3438,189800
-119.71,36.8,17,1415,267.0,861,293,3.25,81400
-118.5,34.04,52,2233,317.0,769,277,8.3839,500001
-121.38,38.64,19,4563,1069.0,2256,926,2.1472,143400
-120.22,39.35,8,1872,281.0,203,71,4.5882,198400
-116.97,32.8,15,3927,1018.0,2204,977,2.4367,111400
-122.45,37.79,52,1734,482.0,731,429,1.4804,425000
-121.33,38.03,10,629,140.0,635,146,2.2961,126700
-122.43,37.74,52,2637,539.0,1159,497,3.8846,333100
-117.07,32.8,36,2028,349.0,820,352,3.9828,168900
-117.95,33.83,31,2421,389.0,1348,413,4.9394,217800
-122.08,37.63,37,1793,364.0,1534,346,3.6458,156600
-122.07,37.52,3,14014,2861.0,7205,2753,6.0824,273500
-122.26,37.57,23,7995,1254.0,3484,1198,6.5948,404000
-118.04,33.85,23,3132,469.0,1646,478,5.777,315900
-122.27,37.56,5,4921,1179.0,1810,1073,5.6936,322200
-122.46,37.7,37,3029,738.0,2436,700,3.3214,243200
-118.24,33.92,42,328,100.0,605,87,2.4464,97400
-118.05,33.98,41,1406,428.0,1174,390,2.0147,137500
-118.03,33.77,27,2000,310.0,880,294,5.635,218900
-118.28,34.11,52,2036,348.0,775,332,5.4122,397500
-122.35,40.68,36,1822,449.0,930,399,1.3801,56600
-122.71,38.42,23,1569,414.0,1031,368,1.6267,129200
-122.09,37.37,34,2165,355.0,776,339,5.2971,442100
-121.48,38.46,8,10505,1777.0,6002,1694,4.0516,121200
-117.33,33.9,2,12837,1842.0,4636,1453,5.1512,187800
-122.8,38.18,36,2378,476.0,957,362,3.625,253100
-122.47,37.69,30,837,213.0,606,199,4.875,258800
-118.09,34.63,31,1537,416.0,1239,397,1.9722,99200
-117.32,34.13,41,1837,409.0,1430,344,2.4524,70400
-119.77,36.81,25,1565,271.0,661,275,3.4279,84700
-117.35,34.17,28,1905,372.0,1480,341,2.9844,79200
-118.46,34.16,16,4590,1200.0,2195,1139,3.8273,334900
-118.33,33.97,47,1830,369.0,922,377,4.1635,156400
-121.34,38.64,17,2761,501.0,1128,482,3.7562,139700
-119.23,35.77,36,3225,635.0,2034,593,2.4044,72500
-122.49,38.0,26,48,8.0,19,8,7.7197,400000
-118.31,34.06,14,1559,646.0,1639,567,1.9949,380000
-121.31,38.67,26,1387,226.0,807,244,4.1563,135700
-118.22,33.92,43,1195,256.0,1251,262,3.4539,125000
-118.39,34.17,26,3345,818.0,1599,773,3.3516,241500
-117.09,32.69,20,1102,205.0,852,217,3.1833,108300
-118.51,34.2,37,2066,434.0,1031,414,4.0924,188400
-117.97,33.88,16,2003,300.0,1172,318,6.0394,321600
-117.96,33.86,35,2146,430.0,1230,429,3.7813,184900
-122.32,37.91,34,2669,647.0,1341,555,2.6399,119600
-117.04,32.66,22,3362,630.0,1471,612,4.1442,303900
-118.11,33.9,26,4173,893.0,2471,863,3.5052,196000
-119.44,38.53,20,1963,434.0,682,273,1.5817,97800
-121.75,37.68,35,1755,299.0,702,263,5.2443,183400
-122.27,37.86,52,1088,305.0,486,267,2.6071,250000
-121.85,39.77,17,5273,1177.0,2446,1199,1.9362,89900
-121.06,37.7,7,9374,1847.0,4827,1722,3.462,151900
-122.01,37.83,30,3917,549.0,1330,544,6.5617,386600
-117.42,34.1,18,3977,809.0,2231,742,4.1399,115400
-122.39,37.72,52,135,34.0,93,26,2.1484,181300
-122.03,38.0,25,3577,581.0,1753,593,5.7295,178300
-121.25,37.95,40,1703,362.0,1208,373,2.0817,55300
-122.27,37.82,43,1007,312.0,558,253,1.7348,137500
-121.36,38.6,36,1275,227.0,530,245,3.875,133600
-122.25,37.74,25,1914,365.0,897,390,4.4562,206200
-118.06,34.1,38,3229,636.0,1599,609,3.8646,257100
-122.38,37.59,44,2089,348.0,837,317,4.6628,459200
-122.31,37.91,31,1432,348.0,681,348,2.7243,218100
-118.01,33.84,35,4166,713.0,2354,709,5.1775,213400
-117.56,34.12,4,5351,1210.0,2988,1101,3.7973,181300
-118.15,34.11,52,2375,369.0,930,351,7.4111,469100
-121.93,37.28,10,3163,832.0,1537,797,4.1674,214000
-116.21,33.72,28,2488,714.0,2891,676,2.3169,68900
-116.95,33.79,20,2399,546.0,1726,542,1.8845,77700
-117.26,34.11,33,1210,288.0,850,238,1.2171,59300
-119.11,36.29,18,1666,294.0,859,301,2.6065,93800
-119.17,34.25,15,1329,282.0,1001,284,3.65,189300
-119.21,34.28,27,2219,312.0,937,315,5.7601,281100
-118.12,34.02,25,2655,558.0,1466,525,3.0529,265800
-120.85,35.37,21,1033,195.0,588,187,2.8173,226900
-122.1,37.93,20,10212,1424.0,4083,1374,8.039,382200
-121.95,37.24,32,1382,239.0,705,251,6.0957,405400
-122.21,37.84,44,3424,597.0,1358,597,6.0194,292300
-119.79,34.45,24,2746,433.0,1076,380,5.8635,348700
-117.16,32.74,43,1437,406.0,692,379,3.1979,466700
-118.46,34.02,45,3803,970.0,1690,871,3.0476,456200
-117.92,33.62,35,1821,335.0,727,316,6.5842,458500
-121.75,37.71,11,12070,2220.0,5826,2125,4.8624,192400
-117.28,34.24,16,3474,633.0,853,315,5.2185,128600
-117.92,33.83,17,382,86.0,272,81,1.425,212500
-119.64,36.35,30,1765,310.0,746,298,2.8125,70200
-118.52,34.22,35,1620,272.0,1052,248,5.5209,203300
-122.21,37.43,20,975,134.0,324,146,9.7796,500001
-117.62,33.42,23,2656,515.0,998,435,4.0294,500001
-121.32,39.43,18,1860,409.0,741,349,1.8672,84700
-122.84,38.07,31,1858,367.0,701,297,3.8269,270700
-119.04,35.36,40,1533,312.0,771,306,3.0435,69500
-117.01,32.8,17,1042,210.0,650,215,3.1,84200
-121.48,38.61,18,1511,315.0,1062,304,2.3438,89400
-121.24,38.01,22,1526,299.0,790,300,2.4342,125000
-117.95,34.0,34,2376,468.0,1858,449,4.1328,176300
-117.69,33.62,18,4265,581.0,2025,544,6.4598,282700
-118.36,34.04,49,995,184.0,462,194,2.7917,242000
-121.91,37.93,13,1610,198.0,703,217,8.7059,329400
-117.21,33.16,13,2937,698.0,1246,579,2.6487,196000
-119.81,36.77,43,2341,395.0,890,375,3.4265,85000
-118.28,34.01,34,2305,775.0,2450,740,1.7143,132000
-122.45,37.72,46,1406,235.0,771,239,4.7143,219300
-117.21,32.81,27,1318,216.0,495,191,5.2837,283800
-117.24,33.4,16,2704,463.0,1322,424,3.7857,227000
-119.45,36.6,36,2294,489.0,1430,454,1.8975,60900
-120.82,37.5,21,2974,495.0,1313,461,4.4886,135400
-117.16,32.75,23,2474,594.0,1107,536,2.9705,245500
-120.45,34.97,25,1920,380.0,1434,388,3.0368,129300
-117.98,33.73,22,4232,624.0,2408,660,6.6539,284900
-117.9,34.09,39,1726,333.0,892,335,4.3409,191800
-118.28,33.96,34,2074,562.0,1913,514,1.6156,102100
-118.1,33.98,34,1357,310.0,1042,287,3.4083,156700
-117.43,34.09,18,3172,632.0,1621,573,2.7437,120200
-118.85,34.04,21,3837,578.0,1509,509,8.4476,500001
-124.06,41.13,22,3263,799.0,1384,578,2.4708,119400
-118.94,36.32,10,2271,398.0,986,358,4.0703,147100
-119.17,34.18,38,3221,783.0,2792,736,2.9118,172400
-121.63,36.67,34,2486,560.0,2443,557,2.5263,130400
-118.37,33.9,35,1651,269.0,707,252,5.6482,294800
-118.01,33.89,36,1589,265.0,804,272,4.6354,202900
-118.18,33.88,44,1308,267.0,783,237,4.7361,167700
-117.18,32.84,31,3064,575.0,1476,549,3.6667,175900
-118.23,34.24,31,3857,607.0,1695,572,7.642,396400
-121.32,37.97,43,2453,490.0,1093,438,2.9107,88800
-118.1,33.9,40,1880,377.0,1229,378,4.4167,174600
-122.08,37.38,36,857,156.0,448,168,5.0086,366700
-121.25,37.94,28,964,232.0,782,218,2.3269,55900
-119.84,36.77,6,1853,473.0,1397,417,1.4817,72000
-118.1,34.01,23,1724,576.0,1336,542,1.3365,183300
-119.82,36.74,52,610,128.0,406,122,1.8967,43800
-117.8,33.67,5,2487,388.0,1147,397,8.284,302500
-120.14,34.59,9,2536,499.0,832,385,2.5743,309800
-122.18,37.79,46,2109,387.0,922,329,3.9712,208100
-118.15,34.21,34,2765,515.0,1422,438,5.4727,238900
-118.14,34.09,38,1745,457.0,1547,460,2.85,219000
-121.77,38.68,43,2559,598.0,1820,591,2.1927,107900
-122.06,37.64,33,1160,252.0,729,220,3.8259,146100
-118.08,34.13,39,788,128.0,413,139,5.9546,396700
-118.08,33.86,17,2259,383.0,1378,386,5.8733,287000
-117.15,32.7,50,475,172.0,483,120,1.3657,162500
-122.34,37.94,42,2206,451.0,989,444,3.125,143900
-122.49,37.86,35,2729,538.0,969,528,6.7669,500001
-118.64,34.18,33,3808,623.0,1784,615,5.1641,263400
-118.84,34.17,16,3449,820.0,1877,816,3.2176,187500
-118.05,34.02,31,40,8.0,25,7,2.125,375000
-118.91,34.18,17,3220,716.0,1381,733,2.8958,176000
-117.08,32.93,5,14944,2490.0,6600,2407,6.0857,308300
-117.63,34.06,39,1210,310.0,1294,303,2.3636,88300
-121.88,37.34,52,1390,365.0,921,352,2.1442,188900
-119.85,36.83,11,2497,427.0,1101,405,4.8036,141600
-121.45,37.72,2,2239,321.0,766,219,5.75,240200
-121.88,37.43,17,3469,896.0,2762,808,3.3884,245800
-122.05,37.34,31,1443,215.0,627,222,6.6087,416500
-120.92,40.02,35,383,92.0,202,72,2.6458,102500
-118.98,35.38,34,1020,247.0,795,228,1.625,50800
-118.97,37.64,13,1907,544.0,575,234,3.0685,162500
-122.36,37.72,10,479,125.0,355,108,2.7083,180400
-122.16,38.02,40,1800,290.0,761,277,5.1265,196100
-117.81,33.79,23,3114,610.0,2045,577,3.75,211900
-117.25,32.74,36,3548,956.0,1648,866,2.6962,288200
-117.89,34.1,34,2048,411.0,1456,416,3.125,168600
-117.9,33.64,36,2017,357.0,850,348,5.0532,310900
-118.32,33.83,51,2399,516.0,1160,514,3.8456,318900
-119.81,36.74,36,607,155.0,483,146,1.5625,47500
-118.33,34.03,33,2314,624.0,1714,582,1.7377,183900
-118.31,34.17,12,3188,931.0,2118,850,3.1823,218300
-122.23,38.06,52,1350,266.0,490,257,3.125,171100
-119.12,36.69,13,3963,812.0,1905,671,2.2278,90500
-121.81,38.01,47,1942,430.0,1074,393,2.2361,105100
-121.66,36.7,33,3252,630.0,2010,641,3.4222,158100
-116.29,34.18,15,4203,966.0,1756,695,2.182,60800
-120.1,36.96,20,2100,317.0,910,274,4.8187,90900
-117.8,33.89,25,3121,381.0,1278,389,7.0217,357900
-122.03,37.98,44,1254,252.0,498,217,3.4531,148900
-117.45,34.11,7,6356,1244.0,4052,1164,2.9112,121700
-117.97,34.09,27,3569,761.0,3339,762,4.1304,160500
-123.02,38.54,35,2157,487.0,768,322,3.2315,136900
-120.84,35.3,15,2062,327.0,781,316,4.9359,317700
-121.5,38.61,5,1395,373.0,638,322,2.6745,225000
-117.25,33.36,6,3725,960.0,2833,915,2.3214,247000
-121.4,36.84,52,1860,400.0,1215,367,2.9554,136500
-117.21,32.75,27,2072,534.0,1118,510,2.8043,262100
-122.18,37.78,43,1985,440.0,1085,407,3.4205,136700
-117.87,33.7,21,3648,654.0,2266,628,5.0956,246000
-116.32,34.14,18,1880,487.0,994,425,1.69,54200
-119.68,37.19,10,3113,589.0,1508,512,2.8167,96100
-116.39,34.15,15,5583,1149.0,2709,964,1.9779,73300
-120.13,36.87,32,2089,468.0,1765,427,2.234,61700
-117.98,33.7,16,5127,631.0,2142,596,7.8195,390500
-118.21,33.94,34,710,205.0,1134,233,2.7734,141100
-117.94,33.85,37,588,121.0,436,104,4.275,186200
-118.33,34.08,50,2989,832.0,1345,775,3.2426,442900
-117.46,33.94,35,1566,294.0,1056,279,3.5227,105400
-122.12,37.94,22,4949,626.0,1850,590,10.4549,500001
-118.04,33.95,35,1945,357.0,1227,359,5.2162,171900
-121.52,39.43,15,2119,389.0,1079,374,2.3566,80400
-117.41,33.96,24,4481,901.0,2398,823,3.864,123400
-118.25,34.03,52,1274,418.0,1655,368,2.1905,124000
-118.44,34.28,47,843,194.0,800,180,3.3687,151700
-121.5,39.83,15,1896,408.0,893,334,1.6948,87500
-118.13,33.76,52,2216,526.0,940,530,4.5469,381000
-117.1,32.56,16,2687,501.0,1502,480,3.75,146800
-120.95,37.6,35,1493,278.0,729,268,2.9821,97400
-121.85,37.33,16,2987,874.0,4241,841,2.8024,127900
-121.89,37.35,44,2019,615.0,1243,518,2.0549,193800
-121.59,37.19,52,220,32.0,55,26,15.0001,131300
-118.11,33.95,36,2049,334.0,1105,363,4.8036,261300
-118.34,34.02,50,1172,261.0,685,260,3.1442,130300
-118.32,34.07,52,2156,306.0,861,311,8.8062,500001
-117.19,32.75,52,25,5.0,13,5,0.536,162500
-117.87,33.6,20,3212,572.0,1064,526,6.6155,500001
-122.06,37.35,30,2040,294.0,787,278,8.758,500001
-118.31,33.82,26,2345,408.0,1195,377,5.4925,361700
-121.57,39.16,33,2033,375.0,914,330,2.6964,68500
-122.23,37.46,26,4670,1039.0,2103,933,4.4167,333800
-121.23,40.29,21,3229,667.0,1501,582,2.1524,77100
-118.25,33.86,26,3022,476.0,1852,452,6.0531,186400
-120.48,37.32,13,3641,897.0,1737,788,2.1418,130600
-124.1,40.88,35,2987,578.0,1581,585,2.0657,81100
-117.66,34.08,36,1485,236.0,623,261,3.3036,141000
-118.31,34.0,52,1630,379.0,1413,405,1.933,120000
-118.32,34.04,39,1294,330.0,1140,313,2.2554,165000
-118.26,33.96,37,1625,383.0,1243,350,1.3971,89800
-117.12,32.76,17,1559,462.0,821,428,2.0139,150000
-117.01,32.81,26,4499,645.0,1866,626,5.516,185100
-122.3,37.9,35,1102,308.0,688,303,2.3946,141700
-117.01,32.85,23,2592,414.0,1401,431,5.4903,151400
-118.18,33.78,26,3042,1253.0,4812,1141,1.7701,146200
-118.11,33.89,34,2508,594.0,1549,545,3.2069,236500
-120.65,35.27,15,2365,538.0,1446,490,2.5129,225900
-122.3,37.87,10,503,118.0,228,100,2.1705,150000
-121.27,37.96,43,1624,448.0,1805,440,1.425,61300
-122.24,37.81,52,2485,313.0,953,327,6.8591,352400
-122.08,37.62,17,2485,518.0,1139,550,2.6875,157300
-121.23,37.96,44,2204,473.0,1277,435,1.5539,59200
-120.33,39.3,16,868,178.0,44,21,3.0,175000
-123.92,41.54,22,2920,636.0,1382,499,2.0202,71100
-118.24,33.95,36,2316,543.0,1938,507,1.25,97400
-117.09,32.64,19,2571,791.0,1205,783,1.62,131300
-122.08,37.68,15,3051,685.0,1479,668,3.5295,242200
-117.06,32.58,13,3435,708.0,1761,699,3.4792,107600
-118.31,33.88,33,2147,505.0,1371,498,2.4219,260700
-117.39,34.04,27,2919,549.0,1841,564,2.8682,96400
-117.08,32.78,21,2919,496.0,984,443,4.625,222800
-118.14,33.86,36,1774,348.0,934,333,4.8571,203300
-123.8,39.47,28,2492,507.0,1202,460,2.7857,150300
-122.21,37.76,52,1420,314.0,1085,300,1.7546,80600
-122.09,37.09,46,695,136.0,408,148,3.9408,222600
-120.97,37.62,7,8489,1673.0,5807,1575,2.9451,127800
-122.2,37.43,38,3626,528.0,1350,532,7.3681,500001
-119.91,36.83,29,2205,366.0,1072,345,3.8056,165400
-118.41,34.0,30,3550,934.0,3738,880,3.191,271200
-121.71,39.71,17,2748,556.0,1174,514,3.066,102600
-121.31,38.68,22,1194,207.0,545,223,3.8603,134300
-121.98,37.23,33,3585,935.0,1511,835,3.1176,396300
-114.94,34.55,20,350,95.0,119,58,1.625,50000
-122.67,38.43,17,1804,304.0,750,298,4.5588,196400
-117.2,32.82,35,2772,537.0,1392,521,3.337,172300
-118.12,33.75,47,3330,569.0,1220,557,7.3672,500001
-117.34,34.0,27,321,64.0,214,67,3.175,101600
-118.18,33.88,47,882,185.0,536,174,4.625,163000
-122.26,37.77,52,1210,168.0,411,172,3.3571,405400
-121.49,38.51,18,700,169.0,260,128,2.9219,152900
-118.98,35.39,32,2620,682.0,2375,684,1.2618,46900
-118.14,34.05,39,1880,367.0,954,349,3.875,236400
-119.72,34.44,43,1781,342.0,663,358,4.7,293800
-120.14,34.59,24,1601,282.0,731,285,4.2026,259800
-117.83,33.93,14,1956,282.0,671,269,6.5841,306400
-120.14,36.0,33,1726,420.0,1371,388,2.0335,43900
-119.85,36.43,23,1824,354.0,1146,362,2.8913,60900
-117.99,33.94,34,1519,301.0,758,304,4.3125,214000
-120.55,38.43,18,1564,357.0,618,277,2.3549,108900
-118.48,34.22,22,3430,1214.0,3618,1092,2.1974,93800
-117.1,32.76,31,987,267.0,619,250,2.9286,151800
-118.28,34.06,17,2518,1196.0,3051,1000,1.7199,175000
-117.9,34.09,34,1562,272.0,825,266,4.125,220800
-120.42,40.38,26,1652,313.0,762,280,2.4757,85600
-121.01,37.63,41,2764,639.0,2122,600,1.9643,74900
-122.08,37.72,32,2476,368.0,1048,367,5.6194,274700
-118.3,34.04,24,2092,585.0,1757,538,1.7109,175000
-118.31,33.91,36,961,173.0,625,179,4.2596,181100
-118.16,33.8,9,3564,835.0,1530,807,5.1806,175000
-118.36,33.9,18,3380,922.0,2276,854,4.0727,214000
-122.86,39.08,24,3127,674.0,1015,448,2.0417,78800
-118.15,34.13,30,2763,520.0,1143,465,4.7298,500001
-122.27,37.45,41,830,136.0,353,153,6.3824,500001
-118.39,33.85,17,1610,379.0,670,341,4.3594,349000
-117.08,33.14,19,2629,494.0,1444,503,3.5462,156800
-121.61,39.14,44,2035,476.0,1030,453,1.4661,65200
-117.25,32.76,38,2331,493.0,836,433,4.9125,452600
-118.22,34.1,33,1903,386.0,1187,340,4.0469,196600
-117.09,32.71,29,2238,523.0,2061,504,2.5559,96800
-120.04,36.74,14,3182,730.0,2298,721,1.6168,71800
-121.35,38.68,20,7085,1222.0,3455,1229,4.3118,120000
-121.98,37.8,17,3354,422.0,1457,425,7.6473,345800
-120.99,39.13,14,770,116.0,285,116,3.6434,155400
-118.33,34.18,45,1552,315.0,785,316,3.7411,235500
-122.51,37.76,40,2320,562.0,1499,521,3.2792,260800
-121.9,38.01,16,2604,454.0,1696,481,4.6628,136000
-116.99,32.83,20,6696,1326.0,3687,1291,3.1979,154600
-117.13,32.94,15,4846,825.0,2797,823,4.9375,180400
-120.55,38.31,18,1411,312.0,592,230,1.625,94700
-121.68,36.67,26,5745,1017.0,2780,996,5.0,202300
-118.11,34.05,23,3436,565.0,1729,529,5.9941,266700
-121.47,38.13,13,3192,715.0,1768,626,2.2619,123500
-117.13,32.81,26,2119,444.0,1202,440,3.2308,166500
-121.87,37.34,52,1087,166.0,650,194,6.6345,309000
-122.58,38.15,9,1302,177.0,682,190,7.5,423200
-117.9,33.8,23,1368,397.0,1940,358,3.0789,350000
-117.2,34.52,12,4476,761.0,2255,735,3.925,118500
-124.16,40.78,43,2241,446.0,932,395,2.9038,82000
-121.4,37.74,20,2706,477.0,1236,474,4.15,322400
-117.73,33.57,5,11976,2495.0,4327,2009,4.8488,194400
-117.92,33.87,44,308,87.0,301,100,2.1991,191100
-119.29,36.28,23,1895,340.0,749,313,2.2333,120100
-121.1,37.8,35,1853,331.0,958,340,3.3578,149000
-124.05,40.59,32,1878,340.0,937,353,3.4408,95200
-118.44,34.15,38,1387,337.0,713,343,2.9352,304500
-117.86,33.99,10,17820,2812.0,8686,2666,6.3875,310700
-117.83,33.79,29,1454,236.0,724,262,4.8542,218100
-122.28,37.83,52,3108,813.0,1623,765,2.6997,126900
-121.42,38.53,36,1581,288.0,832,291,3.4083,71800
-121.06,37.86,24,1713,328.0,1258,324,2.683,169400
-118.44,34.27,29,1701,419.0,1616,371,3.3603,142400
-118.18,33.84,43,2561,544.0,1063,537,3.835,418600
-118.38,34.11,38,2601,523.0,870,474,7.1134,416700
-120.68,35.51,17,1701,298.0,941,293,4.3218,209100
-117.96,34.03,35,1623,331.0,1462,312,3.9803,152600
-122.62,38.25,33,1453,250.0,677,237,4.0962,170200
-122.07,37.72,26,3204,477.0,1411,484,5.4834,295200
-121.87,37.35,52,1557,424.0,1580,434,2.3277,183700
-117.29,33.2,16,2150,461.0,1428,407,2.4754,157300
-122.42,37.74,52,1540,370.0,1136,363,4.3125,243000
-122.26,40.19,35,2467,469.0,1194,444,2.0425,63700
-117.7,33.5,4,2351,445.0,834,397,5.5677,245400
-121.02,37.65,20,2973,620.0,1996,570,3.0645,106000
-122.44,37.79,52,1817,535.0,800,487,3.975,500001
-117.13,32.72,9,2436,720.0,1780,653,1.8299,137500
-122.47,37.61,34,4551,837.0,2208,834,5.4364,279300
-122.49,37.69,35,2576,443.0,1273,433,4.7391,272800
-118.34,34.04,35,2345,607.0,2042,565,2.5955,139700
-123.59,38.8,17,5202,1037.0,1742,803,3.1201,176100
-118.48,34.25,35,1442,276.0,795,268,4.9688,216900
-117.01,34.01,15,5592,891.0,2419,840,4.7193,135200
-117.54,34.55,5,2949,671.0,1620,530,2.9479,83300
-117.96,34.14,27,2221,542.0,1328,523,2.5275,151700
-118.2,33.8,52,1786,445.0,1090,430,2.8988,194900
-121.92,36.95,29,3457,699.0,1327,563,3.6597,252300
-121.31,37.97,45,2604,454.0,988,442,3.6667,123100
-121.85,39.74,41,2901,689.0,1426,632,1.5633,84500
-116.27,34.13,37,452,109.0,184,59,3.7292,65800
